Timestamp,Region_ID,Soil_Moisture,Soil_Temperature,Soil_pH,Soil_Nitrogen,Soil_Phosphorus,Soil_Potassium,Air_Temperature,Humidity,Rainfall,Solar_Radiation,Groundwater_Level,Surface_Water_Availability,NDVI_Index,Vegetation_Density,Biodiversity_Index,Land_Degradation_Index,Crop_Yield_Potential,Drought_Risk_Level,Soil_Erosion_Risk,Recommended_Irrigation,Land_Use_Category
2024-06-20 21:00:00,R02,58.68,38.31,4.88,27.91,60.33,62.16,27.9,65.05,18.29,339.12,6.63,9.88,0.964,85.27,0.158,0.886,2525.38,0.764,0.377,0.73,Water
2024-06-20 22:00:00,R03,34.28,27.19,5.69,26.43,6.88,154.82,31.58,31.7,51.2,974.08,10.33,44.52,0.557,24.19,0.554,0.368,5374.18,0.159,0.275,6.05,Water
2024-06-20 23:00:00,R01,54.79,20.74,8.21,65.24,45.58,82.27,32.9,52.46,57.42,592.81,28.34,98.8,0.209,20.42,0.432,0.703,2472.55,0.597,0.29,9.81,Restoration
2024-06-21 00:00:00,R06,9.57,13.57,6.22,90.16,13.54,198.84,22.63,62.47,91.92,1070.73,16.76,79.33,0.23,53.01,0.506,0.802,5550.5,0.122,0.205,3.37,Forest
2024-06-21 01:00:00,R11,15.51,12.2,8.26,92.61,37.7,244.26,27.11,58.27,23.42,334.75,2.47,29.31,0.158,35.54,0.476,0.149,1232.34,0.081,0.077,14.59,Agriculture
2024-06-21 02:00:00,R11,29.24,22.21,8.47,34.85,64.33,213.34,33.59,63.09,41.63,971.04,20.33,2.63,0.021,82.61,0.266,0.078,685.93,0.011,0.775,14.82,Agroforestry
2024-06-21 03:00:00,R07,37.16,38.17,6.61,21.01,15.68,122.7,21.19,69.68,6.0,868.7,29.96,41.13,0.692,13.4,0.515,0.825,4806.31,0.225,0.035,6.84,Water
2024-06-21 04:00:00,R11,49.89,42.16,5.65,52.29,75.19,76.33,44.96,48.45,84.24,66.61,5.45,16.05,0.783,91.45,0.148,0.902,4722.29,0.743,0.626,14.45,Water
2024-06-21 05:00:00,R11,59.35,41.39,7.66,111.0,71.64,246.51,23.49,24.77,89.27,697.83,20.65,18.03,0.82,81.07,0.583,0.403,4339.52,0.48,0.862,11.16,Restoration
2024-06-21 06:00:00,R02,26.39,42.2,5.14,69.99,36.12,124.22,31.57,24.17,54.86,872.86,24.82,16.23,0.074,1.51,0.437,0.487,2817.87,0.166,0.375,9.84,Agriculture
2024-06-21 07:00:00,R08,7.61,41.77,5.51,45.21,5.45,45.76,31.62,84.4,64.59,229.87,25.4,71.96,0.942,27.85,0.973,0.736,1598.26,0.248,0.605,11.39,Agroforestry
2024-06-21 08:00:00,R14,49.06,28.45,7.64,45.6,64.23,188.57,28.54,70.81,89.98,661.68,21.37,3.58,0.618,91.36,0.095,0.193,1766.41,0.267,0.626,10.23,Forest
2024-06-21 09:00:00,R06,38.24,17.68,6.23,24.53,71.07,104.14,22.25,77.31,32.2,399.69,27.34,56.47,0.088,85.52,0.752,0.014,4905.93,0.823,0.121,12.43,Agriculture
2024-06-21 10:00:00,R14,15.92,37.93,5.31,62.05,18.11,258.71,31.96,89.66,72.84,850.69,1.45,75.25,0.085,49.3,0.349,0.854,5676.11,0.279,0.222,0.34,Water
2024-06-21 11:00:00,R04,32.22,17.48,7.1,97.05,73.71,77.25,17.73,76.29,115.67,671.16,2.39,15.64,0.51,54.73,0.697,0.656,5732.13,0.212,0.209,13.53,Forest
2024-06-21 12:00:00,R05,45.83,19.35,7.43,116.54,73.56,153.05,26.61,71.92,78.96,764.68,4.47,89.29,0.244,8.08,0.958,0.681,2559.66,0.424,0.111,3.64,Restoration
2024-06-21 13:00:00,R08,47.37,18.16,5.0,65.18,40.35,105.81,21.73,69.18,9.37,133.42,1.78,7.81,0.239,79.98,0.898,0.578,4086.3,0.884,0.663,8.2,Agroforestry
2024-06-21 14:00:00,R14,32.48,28.02,5.61,28.39,64.85,219.3,18.73,39.39,34.83,208.46,4.04,68.27,0.012,7.64,0.113,0.561,2193.15,0.747,0.461,12.82,Restoration
2024-06-21 15:00:00,R03,21.79,21.26,5.39,85.12,38.37,182.62,42.76,91.8,62.3,684.9,24.6,17.2,0.482,64.39,0.876,0.975,5192.15,0.669,0.373,4.99,Agroforestry
2024-06-21 16:00:00,R03,58.56,15.4,6.02,93.25,47.3,245.66,36.0,60.65,8.72,258.35,26.95,80.6,0.087,11.39,0.391,0.63,3759.3,0.919,0.865,14.81,Forest
2024-06-21 17:00:00,R14,41.48,25.86,7.55,17.89,28.99,159.24,20.06,36.66,81.19,623.49,10.41,57.14,0.077,43.37,0.071,0.14,5234.94,0.797,0.948,2.85,Forest
2024-06-21 18:00:00,R15,27.45,40.59,7.35,103.52,16.96,41.25,43.48,35.74,78.51,843.53,28.74,58.92,0.159,36.01,0.208,0.268,4603.5,0.336,0.49,3.16,Water
2024-06-21 19:00:00,R14,20.43,29.97,7.15,101.23,60.99,95.95,21.48,81.14,105.16,981.24,12.84,34.6,0.011,41.48,0.029,0.277,1854.34,0.055,0.844,7.6,Restoration
2024-06-21 20:00:00,R11,45.21,40.74,4.53,61.98,5.1,299.78,22.07,38.77,60.0,214.46,5.57,28.33,0.104,57.74,0.139,0.209,669.46,0.096,0.914,1.16,Water
2024-06-21 21:00:00,R04,18.32,16.86,5.07,71.65,48.47,145.39,19.0,23.11,83.06,903.16,20.6,46.33,0.594,14.04,0.467,0.864,5907.48,0.381,0.311,0.24,Agriculture
2024-06-21 22:00:00,R01,14.44,15.84,5.39,88.47,69.85,201.26,36.84,52.13,21.84,467.66,12.9,75.77,0.257,22.31,0.945,0.521,3000.52,0.356,0.022,9.97,Water
2024-06-21 23:00:00,R09,34.14,30.15,5.59,84.44,21.6,275.28,32.13,81.3,0.34,830.77,1.07,16.82,0.069,10.55,0.81,0.478,2010.5,0.843,0.725,6.9,Forest
2024-06-22 00:00:00,R08,20.95,26.22,5.09,11.82,29.97,45.34,16.75,51.08,20.67,217.08,29.01,81.63,0.135,65.3,0.531,0.987,4964.57,0.982,0.299,10.66,Agriculture
2024-06-22 01:00:00,R08,39.59,33.11,6.14,23.47,49.06,211.5,15.76,80.27,7.47,642.45,18.14,47.98,0.043,5.3,0.324,0.04,1442.03,0.958,0.023,14.33,Agriculture
2024-06-22 02:00:00,R14,11.49,37.81,4.8,27.88,23.52,114.98,30.98,82.04,51.33,1013.2,18.59,45.22,0.777,65.84,0.028,0.45,3288.55,0.657,0.4,14.15,Water
2024-06-22 03:00:00,R10,41.02,36.3,7.5,93.12,68.56,112.6,34.55,84.33,56.2,172.4,29.49,1.66,0.561,97.3,0.057,0.214,2805.83,0.404,0.482,11.22,Restoration
2024-06-22 04:00:00,R06,20.58,42.98,7.65,58.41,32.5,98.46,39.69,64.17,77.34,1001.83,25.09,12.42,0.474,88.92,0.732,0.427,1196.29,0.371,0.394,6.47,Agroforestry
2024-06-22 05:00:00,R07,5.01,23.94,6.8,70.01,48.62,253.91,29.35,72.46,16.89,570.68,11.2,43.2,0.873,32.62,0.545,0.162,4213.72,0.024,0.276,6.83,Agroforestry
2024-06-22 06:00:00,R06,11.98,17.22,4.86,95.0,21.96,136.97,35.3,39.64,25.77,996.76,1.73,98.13,0.08,21.47,0.122,0.144,5357.05,0.869,0.858,6.93,Water
2024-06-22 07:00:00,R09,56.35,29.28,8.06,47.51,8.1,57.45,37.01,27.48,95.8,1152.15,7.06,25.01,0.037,96.03,0.862,0.267,5608.14,0.902,0.509,12.87,Water
2024-06-22 08:00:00,R03,52.7,13.88,8.36,92.38,18.03,65.18,33.39,59.96,69.18,233.6,10.87,1.03,0.424,44.38,0.518,0.125,3558.31,0.204,0.79,12.25,Restoration
2024-06-22 09:00:00,R14,17.85,20.11,5.31,58.65,8.46,78.64,25.57,20.79,3.52,825.76,28.83,43.58,0.264,35.24,0.837,0.948,581.34,0.352,0.337,10.59,Water
2024-06-22 10:00:00,R03,47.81,17.28,7.32,51.49,40.15,273.72,18.96,54.93,101.81,320.36,26.72,1.6,0.476,12.61,0.778,0.125,2625.85,0.619,0.303,9.79,Agriculture
2024-06-22 11:00:00,R03,38.47,23.88,7.87,46.63,49.0,151.14,34.43,27.66,75.58,205.89,1.14,33.62,0.903,16.66,0.333,0.466,3522.8,0.294,0.801,4.19,Water
2024-06-22 12:00:00,R10,58.4,13.89,6.66,116.14,8.35,278.17,38.06,28.13,22.4,772.29,29.62,35.41,0.446,74.17,0.703,0.779,5825.81,0.354,0.908,7.89,Restoration
2024-06-22 13:00:00,R03,25.55,11.11,5.79,94.92,11.79,252.54,20.69,85.31,30.25,174.18,8.09,0.24,0.171,20.14,0.992,0.845,2942.54,0.461,0.729,5.09,Restoration
2024-06-22 14:00:00,R09,42.48,32.99,6.41,12.22,41.41,257.85,29.85,68.04,66.43,584.95,23.37,77.96,0.798,17.9,0.748,0.961,2437.18,0.363,0.339,8.66,Restoration
2024-06-22 15:00:00,R12,8.49,31.36,6.55,115.32,64.94,114.58,26.92,68.39,67.3,781.35,3.94,91.29,0.389,32.22,0.264,0.556,5576.2,0.109,0.94,13.72,Restoration
2024-06-22 16:00:00,R04,26.79,34.79,6.1,95.3,52.1,110.54,21.17,50.34,96.62,624.58,7.0,99.88,0.755,91.33,0.592,0.312,2928.31,0.728,0.747,8.28,Agroforestry
2024-06-22 17:00:00,R13,58.01,33.11,8.22,26.41,12.85,185.62,22.36,50.99,43.03,851.63,15.41,50.88,0.141,58.94,0.433,0.638,5758.79,0.16,0.612,14.97,Restoration
2024-06-22 18:00:00,R07,34.64,14.0,7.48,18.4,71.57,148.66,22.13,42.73,65.92,971.62,21.26,30.66,0.337,77.5,0.3,0.594,2248.66,0.857,0.519,7.49,Agroforestry
2024-06-22 19:00:00,R14,20.83,20.19,5.47,43.9,73.81,172.36,27.57,52.58,69.9,1053.08,10.69,71.75,0.023,71.89,0.284,0.59,4601.06,0.325,0.634,2.57,Forest
2024-06-22 20:00:00,R15,11.61,14.53,6.84,78.66,29.37,53.83,26.71,64.03,67.04,693.85,26.26,73.65,0.235,94.99,0.46,0.356,5138.96,0.256,0.042,14.69,Restoration
2024-06-22 21:00:00,R09,43.69,39.5,7.25,77.82,51.2,292.61,31.63,33.99,8.75,368.13,28.24,37.92,0.647,69.04,0.31,0.878,5378.54,0.71,0.651,2.55,Agriculture
2024-06-22 22:00:00,R11,40.47,36.14,5.06,40.34,41.92,55.12,17.8,39.63,49.35,636.11,4.12,56.56,0.293,12.52,0.148,0.555,2133.7,0.772,0.288,8.65,Restoration
2024-06-22 23:00:00,R12,25.57,17.05,5.93,59.02,75.65,86.5,32.44,57.11,40.67,495.84,21.7,82.18,0.139,20.21,0.757,0.604,5911.86,0.312,0.407,10.9,Agriculture
2024-06-23 00:00:00,R07,57.3,21.95,8.12,33.31,43.16,216.33,15.66,48.86,119.13,309.81,4.39,18.92,0.056,70.28,0.293,0.433,4584.99,0.902,0.579,7.26,Water
2024-06-23 01:00:00,R09,6.22,43.83,6.77,15.56,77.0,80.43,22.72,81.46,55.88,658.43,10.55,2.05,0.603,21.5,0.373,0.232,1332.85,0.664,0.3,0.64,Water
2024-06-23 02:00:00,R12,21.7,30.8,5.37,66.87,19.95,67.79,30.06,81.63,52.23,76.05,24.68,53.97,0.077,82.67,0.903,0.224,4677.25,0.128,0.198,9.44,Agroforestry
2024-06-23 03:00:00,R03,55.66,38.04,4.99,48.17,30.92,79.94,35.61,45.2,58.04,746.4,10.42,66.44,0.799,87.97,0.662,0.631,5086.46,0.145,0.211,14.79,Agriculture
2024-06-23 04:00:00,R15,22.65,19.26,6.57,69.72,63.6,56.1,38.14,53.81,110.31,994.84,27.27,57.5,0.357,41.44,0.929,0.013,1501.87,0.225,0.971,10.23,Agriculture
2024-06-23 05:00:00,R04,18.87,17.35,6.69,114.12,63.77,105.34,16.07,93.24,73.37,1199.35,12.64,59.62,0.305,38.23,0.601,0.933,1434.86,0.782,0.153,9.18,Water
2024-06-23 06:00:00,R14,34.38,37.44,5.84,25.77,59.91,110.49,31.12,82.06,46.7,1109.93,9.64,39.31,0.625,12.08,0.356,0.436,1220.0,0.936,0.747,8.85,Water
2024-06-23 07:00:00,R08,50.31,34.01,7.02,10.22,69.47,169.64,25.63,36.17,109.51,153.29,29.68,65.15,0.557,93.78,0.223,0.86,3227.68,0.774,0.935,5.42,Restoration
2024-06-23 08:00:00,R06,10.67,33.83,4.77,18.46,57.69,154.07,35.85,41.02,111.58,236.79,13.52,4.28,0.988,48.71,0.825,0.432,4441.38,0.025,0.894,4.32,Agroforestry
2024-06-23 09:00:00,R05,56.87,29.34,5.08,60.9,52.71,163.17,23.51,26.26,31.72,209.44,22.36,15.12,0.051,70.81,0.449,0.117,2584.31,0.148,0.539,10.94,Agriculture
2024-06-23 10:00:00,R13,48.73,29.73,6.69,87.76,39.42,200.17,37.31,70.84,47.21,692.1,18.18,44.48,0.851,15.77,0.651,0.106,819.81,0.53,0.371,4.39,Forest
2024-06-23 11:00:00,R04,14.97,35.75,4.75,73.88,40.03,100.05,33.07,43.77,115.98,102.83,6.47,94.3,0.599,53.96,0.742,0.001,2478.28,0.577,0.477,13.69,Forest
2024-06-23 12:00:00,R08,44.16,19.45,8.02,64.44,35.46,75.02,38.69,60.24,64.93,1127.54,15.26,64.45,0.883,77.72,0.246,0.29,4360.7,0.838,0.022,2.9,Agroforestry
2024-06-23 13:00:00,R01,26.17,22.35,5.07,48.94,51.52,268.51,44.53,77.61,51.81,121.11,2.78,35.53,0.694,59.79,0.976,0.432,1037.42,0.361,0.671,14.61,Forest
2024-06-23 14:00:00,R14,27.13,40.51,7.2,44.1,35.5,204.82,42.26,82.7,23.45,499.94,21.41,45.8,0.762,37.99,0.236,0.024,3561.57,0.861,0.608,6.58,Water
2024-06-23 15:00:00,R09,48.08,20.81,6.06,51.39,16.06,55.77,32.8,44.4,46.13,1078.07,15.81,84.56,0.787,61.49,0.758,0.454,3820.97,0.159,0.429,1.43,Restoration
2024-06-23 16:00:00,R01,57.95,29.12,6.1,77.28,12.99,289.87,41.81,37.79,75.75,1140.64,4.11,54.25,0.015,99.56,0.152,0.13,4080.37,0.194,0.975,0.59,Water
2024-06-23 17:00:00,R08,11.97,34.59,7.56,28.45,74.34,220.2,19.59,83.64,4.64,585.08,23.12,4.79,0.838,68.27,0.974,0.54,2402.41,0.286,0.173,12.47,Water
2024-06-23 18:00:00,R04,28.13,45.0,6.5,94.85,6.86,79.44,16.29,48.6,10.0,611.7,24.23,41.69,0.679,50.31,0.251,0.615,5600.49,0.245,0.582,7.76,Agroforestry
2024-06-23 19:00:00,R09,31.45,25.24,7.4,73.28,12.91,291.97,30.99,81.65,0.65,781.6,22.15,38.8,0.947,85.54,0.515,0.508,5972.35,0.783,0.559,2.93,Water
2024-06-23 20:00:00,R14,25.7,24.98,6.52,39.61,38.4,135.01,44.23,31.23,26.27,518.78,10.21,89.99,0.133,47.09,0.369,0.518,5103.15,0.341,0.108,3.97,Agroforestry
2024-06-23 21:00:00,R11,24.98,39.49,6.87,65.13,24.72,295.97,36.29,88.39,21.96,423.36,21.83,30.54,0.922,45.22,0.904,0.162,1100.38,0.112,0.474,1.47,Agroforestry
2024-06-23 22:00:00,R05,7.87,38.19,7.54,115.91,35.44,66.85,24.15,56.23,102.1,900.34,17.54,6.47,0.854,55.75,0.522,0.599,1973.53,0.518,0.048,3.87,Agriculture
2024-06-23 23:00:00,R03,42.7,35.59,6.93,12.25,13.81,81.59,35.06,32.76,22.23,734.66,16.54,35.48,0.226,32.04,0.672,0.977,1606.69,0.127,0.425,1.21,Restoration
2024-06-24 00:00:00,R09,28.99,26.21,6.96,31.95,14.82,210.93,16.2,60.13,79.34,603.92,19.64,4.39,0.124,7.15,0.22,0.976,791.01,0.824,0.018,6.24,Agroforestry
2024-06-24 01:00:00,R11,15.71,21.34,7.66,59.32,65.05,45.76,29.12,85.25,14.2,165.91,19.09,83.23,0.629,37.71,0.946,0.349,5429.21,0.332,0.15,7.13,Forest
2024-06-24 02:00:00,R14,49.88,31.31,8.3,80.23,61.93,44.86,22.12,49.2,71.23,129.19,24.07,59.02,0.676,73.04,0.355,0.728,1535.52,0.494,0.461,8.4,Forest
2024-06-24 03:00:00,R14,49.14,40.67,6.01,33.35,12.82,245.92,16.48,33.35,52.27,637.44,29.59,46.94,0.711,48.76,0.1,0.442,2569.1,0.884,0.747,8.52,Agroforestry
2024-06-24 04:00:00,R09,31.75,40.93,6.81,112.45,55.08,83.62,22.5,63.24,49.04,762.35,21.93,35.98,0.846,85.47,0.218,0.138,2562.56,0.401,0.506,4.52,Restoration
2024-06-24 05:00:00,R04,21.41,13.8,4.85,80.68,50.7,278.89,36.67,82.59,102.79,806.14,13.53,41.77,0.557,18.22,0.194,0.74,4774.52,0.096,0.531,13.07,Agriculture
2024-06-24 06:00:00,R11,40.1,24.99,5.94,106.52,58.5,150.73,31.54,29.1,20.13,1079.12,14.12,78.78,0.284,22.21,0.108,0.344,2963.74,0.865,0.38,4.77,Water
2024-06-24 07:00:00,R04,20.85,26.27,6.15,46.22,40.58,267.15,15.7,23.11,71.43,988.66,1.36,18.0,0.857,64.43,0.491,0.761,2541.1,0.137,0.604,8.73,Restoration
2024-06-24 08:00:00,R12,17.98,44.22,7.84,101.18,25.25,148.62,27.29,24.22,98.62,211.88,5.22,7.14,0.433,81.85,0.312,0.379,1958.84,0.752,0.82,4.71,Forest
2024-06-24 09:00:00,R08,45.18,33.73,6.55,51.6,54.78,177.86,37.57,37.29,85.67,963.6,7.23,56.17,0.435,69.55,0.494,0.175,3398.26,0.441,0.908,12.41,Agriculture
2024-06-24 10:00:00,R02,7.22,24.25,7.42,37.8,32.85,122.29,43.64,20.55,118.0,827.75,29.71,85.89,0.492,44.4,0.079,0.853,1128.74,0.77,0.994,14.97,Water
2024-06-24 11:00:00,R09,10.21,10.91,4.58,110.28,21.42,211.1,41.23,52.15,0.25,1002.23,23.01,56.22,0.836,88.32,0.589,0.052,3894.2,0.103,0.752,2.56,Agriculture
2024-06-24 12:00:00,R13,5.37,29.79,6.36,20.14,35.65,122.73,15.05,72.33,106.12,1019.86,4.68,79.62,0.971,67.55,0.632,0.366,5028.08,0.743,0.114,14.32,Agroforestry
2024-06-24 13:00:00,R14,13.41,13.36,8.11,113.72,62.25,98.02,21.56,73.28,73.61,447.36,15.2,89.28,0.171,83.48,0.255,0.673,5600.98,0.608,0.146,1.07,Restoration
2024-06-24 14:00:00,R06,8.79,39.21,5.4,60.44,40.68,61.07,21.23,67.75,0.3,352.76,6.8,7.69,0.122,90.39,0.569,0.886,3972.22,0.225,0.498,12.08,Agroforestry
2024-06-24 15:00:00,R09,59.77,36.34,4.63,119.19,27.49,54.99,27.39,42.22,55.86,685.53,9.28,58.92,0.288,52.99,0.304,0.161,5020.75,0.434,0.675,14.15,Agriculture
2024-06-24 16:00:00,R08,20.88,26.12,6.23,69.36,67.39,119.55,34.37,75.2,92.09,393.4,18.34,83.28,0.904,58.83,0.157,0.096,1745.06,0.859,0.128,9.77,Water
2024-06-24 17:00:00,R15,13.21,25.02,7.32,93.32,71.12,231.48,19.59,63.24,21.91,452.14,18.17,64.35,0.528,66.69,0.681,0.302,3327.99,0.539,0.398,4.91,Agriculture
2024-06-24 18:00:00,R15,18.25,41.41,6.32,10.78,37.49,93.46,42.47,84.59,81.42,129.53,26.22,59.15,0.006,97.23,0.835,0.256,2061.67,0.133,0.583,2.92,Forest
2024-06-24 19:00:00,R07,56.49,20.1,6.34,64.63,33.1,117.8,38.31,55.85,16.76,1190.07,5.36,78.81,0.582,80.6,0.154,0.694,5998.76,0.756,0.2,12.29,Restoration
2024-06-24 20:00:00,R13,33.61,18.72,7.18,91.12,50.95,275.34,27.58,33.51,96.41,405.69,15.17,70.73,0.549,3.49,0.888,0.238,2567.08,0.124,0.699,1.47,Agriculture
2024-06-24 21:00:00,R14,25.06,42.87,5.52,96.11,9.35,206.18,32.52,67.6,68.22,947.08,18.17,50.16,0.08,42.92,0.599,0.624,1727.23,0.352,0.339,7.18,Water
2024-06-24 22:00:00,R01,53.04,38.32,7.51,27.39,56.85,279.13,31.25,31.31,4.07,1192.13,27.95,4.4,0.149,86.87,0.773,0.656,4746.55,0.105,0.271,11.96,Agriculture
2024-06-24 23:00:00,R14,26.72,38.72,5.11,56.09,63.67,276.92,32.47,92.24,10.91,1164.49,15.73,61.33,0.093,3.64,0.693,0.806,3026.03,0.396,0.073,12.39,Forest
2024-06-25 00:00:00,R12,23.43,16.83,6.08,56.1,34.81,56.49,40.8,72.75,103.66,778.97,10.55,21.32,0.521,63.02,0.883,0.603,1198.41,0.856,0.683,5.24,Agriculture
2024-06-25 01:00:00,R03,16.4,15.02,7.12,21.4,18.1,288.3,21.0,76.72,3.96,669.46,9.12,25.41,0.531,94.5,0.06,0.921,4836.37,0.778,0.217,7.89,Agroforestry
2024-06-25 02:00:00,R11,25.78,10.91,7.81,58.74,7.16,53.31,35.51,70.95,35.83,405.67,6.87,67.95,0.46,31.19,0.987,0.692,3152.77,0.91,0.119,2.22,Agriculture
2024-06-25 03:00:00,R14,22.42,18.3,7.67,98.78,52.79,280.66,18.21,27.32,68.03,1040.73,28.89,45.31,0.451,72.22,0.88,0.242,4840.03,0.54,0.303,8.62,Agriculture
2024-06-25 04:00:00,R02,42.25,37.1,7.39,43.02,25.17,182.15,28.77,54.9,25.61,438.69,18.29,71.68,0.58,31.15,0.043,0.94,4631.63,0.655,0.73,7.05,Restoration
2024-06-25 05:00:00,R05,20.93,18.4,5.94,57.58,39.79,178.63,34.08,68.86,26.91,172.73,9.45,39.26,0.662,64.0,0.252,0.19,3636.37,0.632,0.283,13.62,Agriculture
2024-06-25 06:00:00,R15,36.75,35.52,4.99,115.71,33.98,225.45,15.38,37.2,93.12,388.21,22.48,87.0,0.964,93.65,0.535,0.186,4460.0,0.05,0.03,6.98,Agroforestry
2024-06-25 07:00:00,R05,8.62,18.82,5.37,13.49,18.12,268.59,18.24,70.96,34.92,412.36,9.03,42.71,0.545,36.9,0.856,0.742,5209.74,0.606,0.608,9.53,Agriculture
2024-06-25 08:00:00,R05,15.52,23.84,7.96,75.07,43.13,200.42,17.74,81.49,4.63,876.26,15.36,49.38,0.266,96.02,0.312,0.519,2968.26,0.471,0.58,5.52,Restoration
2024-06-25 09:00:00,R04,27.41,44.41,7.93,91.78,39.47,150.6,26.24,40.62,86.53,244.97,1.27,12.63,0.975,38.22,0.05,0.16,5758.81,0.36,0.868,4.23,Water
2024-06-25 10:00:00,R05,56.53,18.57,8.31,93.7,51.81,69.09,33.66,34.97,114.52,414.39,25.47,50.36,0.106,39.19,0.78,0.114,1500.68,0.159,0.165,1.92,Agroforestry
2024-06-25 11:00:00,R03,25.75,23.17,4.8,88.75,23.89,245.19,44.88,86.24,99.83,138.07,28.72,23.98,0.313,76.42,0.434,0.169,5832.31,0.125,0.948,7.55,Restoration
2024-06-25 12:00:00,R12,41.52,20.54,6.65,89.91,21.1,73.36,22.62,20.39,65.83,1025.66,26.04,76.3,0.902,36.08,0.761,0.926,1783.1,0.507,0.05,7.92,Agriculture
2024-06-25 13:00:00,R01,19.03,13.84,7.09,16.49,66.08,228.86,19.08,39.18,50.99,883.49,5.55,71.4,0.944,32.78,0.326,0.586,3288.5,0.167,0.568,5.92,Agriculture
2024-06-25 14:00:00,R05,11.99,27.15,7.34,68.76,57.66,177.26,27.44,50.5,111.02,553.11,24.85,1.58,0.645,18.56,0.819,0.729,3084.35,0.749,0.781,8.38,Forest
2024-06-25 15:00:00,R13,8.22,23.25,7.08,96.13,62.92,140.32,19.38,70.42,91.95,544.52,10.74,49.38,0.015,8.9,0.361,0.128,831.69,0.773,0.763,8.81,Water
2024-06-25 16:00:00,R09,21.8,34.32,7.58,20.35,14.25,199.38,15.74,94.78,68.48,241.33,28.12,4.54,0.443,83.77,0.476,0.379,1550.38,0.288,0.657,1.82,Restoration
2024-06-25 17:00:00,R13,13.67,38.62,5.94,11.33,21.8,240.81,31.92,47.81,105.58,492.14,9.32,56.93,0.933,47.59,0.937,0.557,5064.61,0.617,0.963,3.96,Restoration
2024-06-25 18:00:00,R09,14.57,29.05,5.22,99.6,48.16,284.7,41.39,91.16,72.21,1092.85,3.14,90.16,0.89,65.1,0.148,0.51,2017.73,0.062,0.429,12.91,Agroforestry
2024-06-25 19:00:00,R04,46.84,11.13,5.32,88.35,69.29,108.82,40.83,47.51,116.82,209.46,25.66,86.72,0.894,47.8,0.582,0.373,535.3,0.907,0.658,7.25,Forest
2024-06-25 20:00:00,R03,5.87,31.66,4.55,55.34,71.91,286.25,18.02,72.16,102.99,929.78,3.94,24.38,0.294,37.43,0.814,0.096,5034.81,0.626,0.122,5.2,Agriculture
2024-06-25 21:00:00,R01,35.68,11.94,5.9,113.44,67.39,289.85,19.42,32.4,66.05,104.25,16.47,14.01,0.825,40.86,0.691,0.683,5736.27,0.355,0.356,1.07,Agriculture
2024-06-25 22:00:00,R02,25.87,31.57,4.87,94.33,8.25,251.54,29.73,54.53,110.74,408.43,11.59,79.11,0.672,7.94,0.427,0.598,3426.71,0.552,0.118,7.63,Forest
2024-06-25 23:00:00,R08,32.86,33.98,5.79,116.46,66.57,269.17,26.03,85.35,41.09,1023.98,22.83,54.62,0.894,67.39,0.803,0.42,3787.11,0.35,0.568,9.62,Agriculture
2024-06-26 00:00:00,R01,35.96,16.92,7.01,112.22,72.43,220.03,36.09,44.0,84.11,561.73,22.59,42.38,0.638,51.23,0.479,0.927,1122.57,0.081,0.883,8.49,Agroforestry
2024-06-26 01:00:00,R08,22.24,38.68,8.08,62.94,9.26,50.17,29.85,27.89,20.55,858.1,23.4,81.05,0.375,6.62,0.644,0.756,5710.67,0.262,0.358,11.8,Agriculture
2024-06-26 02:00:00,R13,21.23,41.89,7.86,93.02,36.22,189.52,15.6,59.2,107.44,169.07,2.37,25.25,0.634,62.85,0.336,0.365,1666.13,0.01,0.696,4.2,Agriculture
2024-06-26 03:00:00,R07,45.34,38.46,5.51,83.61,45.25,234.27,23.54,52.97,29.77,835.94,25.82,22.46,0.358,20.96,0.057,0.053,3520.78,0.773,0.252,0.77,Water
2024-06-26 04:00:00,R15,52.92,20.68,5.04,99.26,22.46,284.84,42.04,37.22,113.88,991.87,14.26,61.19,0.002,13.84,0.205,0.8,5807.98,0.967,0.556,8.69,Water
2024-06-26 05:00:00,R08,15.59,30.53,5.27,96.65,43.75,188.32,30.35,87.92,2.04,976.03,6.97,27.26,0.817,97.71,0.467,0.44,2962.17,0.306,0.145,3.47,Restoration
2024-06-26 06:00:00,R12,10.37,42.02,8.38,26.86,71.45,246.49,38.94,65.13,81.82,554.7,9.32,42.68,0.849,7.91,0.894,0.472,1011.74,0.717,0.01,2.74,Agriculture
2024-06-26 07:00:00,R06,54.38,21.22,6.7,35.71,70.02,223.31,27.07,46.04,18.01,1089.76,27.13,45.48,0.748,72.99,0.132,0.587,1683.77,0.524,0.991,9.74,Forest
2024-06-26 08:00:00,R12,24.24,38.7,5.23,39.23,75.49,113.01,35.31,94.71,92.5,711.22,0.68,20.5,0.227,69.7,0.317,0.66,892.97,0.021,0.839,8.01,Agriculture
2024-06-26 09:00:00,R14,35.32,10.33,7.86,100.03,41.31,80.23,20.07,30.32,59.03,990.55,24.15,6.17,0.136,52.17,0.33,0.609,2722.43,0.975,0.631,12.83,Restoration
2024-06-26 10:00:00,R15,24.77,10.13,6.08,99.18,35.79,235.24,37.1,83.6,109.16,295.48,27.76,76.67,0.17,8.54,0.778,0.281,3739.82,0.962,0.266,11.58,Forest
2024-06-26 11:00:00,R15,11.92,36.59,8.1,64.49,54.93,100.78,38.6,37.3,85.81,291.78,7.88,78.36,0.501,29.22,0.544,0.178,2969.66,0.89,0.745,6.79,Agriculture
